mp_id,material,spectral_spread,freq_gap_max_THz,freq_gap_max_ratio,frac_sv2_below_median,spectral_entropy,n_modes,phonopy_version
1767,Tm2O3,0.523491,2.3835,0.1271,0.5173,0.9379,120,3.4.0
2309,Tm2S3,0.47498,0.9346,0.0864,0.7428,0.9062,60,3.4.0
3556,Tm2SO2,0.55033,3.2011,0.1918,0.5822,0.9314,15,3.4.0
3334,Tm2Sn2O7,0.594691,1.4775,0.0654,0.5029,0.9672,66,3.4.0
558534,Tm3B5O12,0.558536,0.8338,0.024,0.4401,0.9625,240,3.4.0
640324,TmCuPbSe3,0.462366,0.6936,0.1145,0.7959,0.9336,72,3.4.0
2275,UF6,0.874712,9.6566,0.4976,0.5389,0.6447,84,3.4.0
1776,UN2,0.547212,4.6947,0.2262,0.8559,0.5405,9,3.4.0
375,UO3,0.722338,11.8816,0.4702,0.4193,0.7563,12,3.4.0
3516,UTeO5,0.732651,2.234,0.0789,0.2709,0.9278,84,3.4.0
3762,VCu3S4,0.50585,2.3763,0.1719,0.9384,0.6669,24,3.4.0
224,WS2,0.412696,4.975,0.3814,0.8706,0.7961,18,3.4.0
1821,WSe2,0.381348,2.2783,0.2482,0.8812,0.826,18,3.4.0
753917,Y2HfO5,0.551518,1.8573,0.0833,0.5336,0.969,48,3.4.0
755537,Y2HfO5,0.550401,2.3053,0.1019,0.4745,0.9564,48,3.4.0
2652,Y2O3,0.438869,0.9898,0.0539,0.6178,0.9603,120,3.4.0
541289,Y2S3,0.408357,0.4491,0.0417,0.8213,0.9141,90,3.4.0
17404,Y2Si2O7,0.665667,6.0543,0.1959,0.6208,0.864,132,3.4.0
3520,Y2SiO5,0.655979,7.8053,0.2534,0.6407,0.8396,96,3.4.0
3370,Y2Sn2O7,0.553263,1.4575,0.0657,0.5577,0.9523,66,3.4.0
3050,Y3Al5O12,0.47206,2.1238,0.0832,0.5775,0.9476,240,3.4.0
5409,Y4Al2O9,0.595014,3.1421,0.1169,0.63,0.8926,180,3.4.0
30250,YAgO2,0.64469,3.129,0.1604,0.5808,0.9389,24,3.4.0
3792,YAlO3,0.435705,2.3081,0.1034,0.4762,0.9463,60,3.4.0
2918,YCuO2,0.654997,4.7149,0.2141,0.5978,0.9033,24,3.4.0
10533,YCuS2,0.486445,1.4022,0.1252,0.682,0.9151,48,3.4.0
2416,YF3,0.406122,1.482,0.0962,0.7088,0.9411,48,3.4.0
3637,YOF,0.45549,2.0397,0.1151,0.657,0.934,18,3.4.0
23220,YbCl2,0.464321,0.9004,0.1134,0.572,0.9584,72,3.4.0
570418,YbI2,0.425552,0.8252,0.2028,0.6829,0.8825,9,3.4.0
1216,YbO,0.578052,5.4309,0.3443,0.2559,0.8683,6,3.4.0
1820,YbS,0.490677,3.347,0.3792,0.7273,0.8225,6,3.4.0
286,YbSe,0.363701,1.3236,0.2279,0.8498,0.8559,6,3.4.0
1779,YbTe,0.344335,0.9624,0.2149,0.8282,0.8608,6,3.4.0
3188,Zn(SbO3)2,0.550389,2.4201,0.1048,0.6643,0.8981,54,3.4.0
3789,Zn2SiO4,0.680122,6.9224,0.238,0.7288,0.7757,126,3.4.0
3502,Zn2Te3O8,0.65117,1.4553,0.066,0.4357,0.9482,78,3.4.0
14921,Zn4B6SeO12,0.581051,2.1728,0.0646,0.3152,0.9512,69,3.4.0
1873,ZnF2,0.492483,2.4655,0.1617,0.5348,0.9558,18,3.4.0
2979,ZnGeN2,0.558437,4.2217,0.1779,0.8177,0.8154,48,3.4.0
4524,ZnGeP2,0.494173,3.0213,0.2566,0.9272,0.8475,24,3.4.0
1986,ZnO,0.556879,6.5323,0.3971,0.637,0.8743,6,3.4.0
2133,ZnO,0.55059,5.5465,0.3366,0.6939,0.8422,12,3.4.0
1392,ZnP2,0.509657,1.2234,0.0877,0.8883,0.8577,72,3.4.0
2782,ZnP2,0.510495,1.8042,0.1266,0.8822,0.8522,72,3.4.0
3342,ZnPS3,0.673079,3.4624,0.1959,0.8148,0.775,30,3.4.0
10281,ZnS,0.490018,3.0023,0.2929,0.9331,0.8305,24,3.4.0
9946,ZnS,0.493263,2.9214,0.2858,0.9367,0.8249,36,3.4.0
18373,ZnSe2O5,0.704424,4.5733,0.1795,0.5556,0.8924,96,3.4.0
1190,ZnSe,0.45203,2.6599,0.3634,0.8788,0.9139,6,3.4.0
380,ZnSe,0.445718,2.0479,0.2795,0.8862,0.9239,12,3.4.0
3595,ZnSiAs2,0.55205,3.9027,0.3157,0.8905,0.8238,24,3.4.0
4763,ZnSiP2,0.50611,2.56,0.1696,0.8717,0.8942,24,3.4.0
4175,ZnSnP2,0.525103,3.6889,0.3472,0.9368,0.8124,24,3.4.0
2176,ZnTe,0.466053,2.138,0.3516,0.9147,0.8267,6,3.4.0
4325,Zr(SO4)2,0.714432,9.729,0.2494,0.6766,0.7515,132,3.4.0
277,Zr3N4,0.52296,1.3432,0.0579,0.6465,0.9518,84,3.4.0
23162,ZrCl2,0.362255,2.1062,0.1971,0.899,0.7944,9,3.4.0
8042,ZrGeO4,0.521544,2.3796,0.0989,0.6072,0.9512,36,3.4.0
924129,ZrNiSn,0.305096,1.3524,0.1756,0.8678,0.8738,9,3.4.0
2574,ZrO2,0.524908,3.4066,0.1586,0.5024,0.941,18,3.4.0
2858,ZrO2,0.473364,3.0473,0.128,0.467,0.975,36,3.4.0
1186,ZrS2,0.418325,2.1308,0.2075,0.7873,0.9658,9,3.4.0
756361,ZrSeO,0.56484,4.3601,0.2541,0.8349,0.7578,36,3.4.0
4820,ZrSiO4,0.602819,6.9138,0.2119,0.6243,0.8553,36,3.4.0
4759,ZrTe3O8,0.676358,2.9073,0.1143,0.5127,0.8761,144,3.4.0
